id,pclass,survived,sex,age,sibsp,parch,ticket,fare,cabin,embarked
535,2,0,male,23,0,0,C.A. 31030,10.5,,S
536,3,0,male,43,0,0,A/5 3536,8.05,,S
537,3,0,male,5,4,2,347077,31.3875,,S
538,3,0,male,24,0,0,349911,7.775,,S
539,3,1,male,26,0,0,2699,18.7875,,C
540,3,0,male,24,0,0,350409,7.8542,,S
541,3,0,female,30,0,0,330972,7.6292,,Q
542,2,0,male,47,0,0,237565,15,,S
543,3,0,male,,0,0,349217,7.8958,,S
544,3,0,female,10,0,2,345773,24.15,,S
545,1,1,female,21,2,2,PC 17608,262.375,B57 B59 B63 B66,C
546,3,0,male,,0,0,371110,24.15,,Q
547,1,1,male,45,1,1,16966,134.5,E34,C
548,3,0,male,28,0,0,349207,7.8958,,S
549,3,0,male,23.5,0,0,2693,7.2292,,C
550,2,0,male,,0,0,SC/A.3 2861,15.5792,,C
551,3,0,male,25,0,0,349203,7.8958,,S
552,1,0,male,57,1,0,PC 17569,146.5208,B78,C
553,3,1,female,,1,0,371110,24.15,,Q
554,3,1,female,,0,0,A. 2. 39186,8.05,,S
555,3,0,male,33,0,0,A./5. 3338,8.05,,S
556,3,0,male,42,0,1,4579,8.4042,,S
557,2,0,male,35,0,0,233734,12.35,,Q
558,2,1,female,25,1,1,237789,30,,S
559,2,0,male,32,2,0,S.O.C. 14879,73.5,,S
560,1,1,female,,0,0,17421,110.8833,,C
561,3,0,male,74,0,0,347060,7.775,,S
562,3,0,male,21,0,0,349211,7.8958,,S
563,1,1,female,24,0,0,PC 17477,69.3,B35,C
564,2,1,female,24,0,0,248733,13,F33,S
565,3,1,female,,0,0,330932,7.7875,,Q
566,3,0,male,16,1,1,C.A. 2673,20.25,,S
567,2,1,female,31,1,1,C.A. 31921,26.25,,S
568,3,1,female,,0,0,2649,7.225,,C
569,2,1,female,30,3,0,31027,21,,S
570,2,1,female,36,0,0,27849,13,,S
571,3,1,male,21,0,0,350053,7.7958,,S
572,1,1,male,60,1,1,13567,79.2,B41,C
573,3,0,male,,0,0,3410,8.7125,,S
574,1,1,female,54,1,0,36947,78.2667,D20,C
575,1,0,male,33,0,0,113790,26.55,,S
576,3,1,male,,0,0,368783,7.75,,Q
577,3,0,male,,0,0,312993,7.775,,S
578,2,0,male,40,1,0,2926,26,,S
579,2,0,male,,0,0,239853,0,,S
580,1,1,female,31,0,0,16966,134.5,E39 E41,C
581,1,1,male,25,1,0,11967,91.0792,B49,C
582,3,0,male,,0,0,370377,7.75,,Q
583,3,0,female,31,1,0,345763,18,,S
584,3,0,male,34,0,0,364506,8.05,,S
585,3,0,male,30.5,0,0,364499,8.05,,S
586,1,0,male,46,0,0,694,26,,S
587,2,1,female,8,0,2,C.A. 31921,26.25,,S
588,3,0,male,2,4,1,382652,29.125,,Q
589,3,0,male,,0,0,2671,7.2292,,C
590,3,1,male,32,0,0,347079,7.775,,S
591,3,0,female,11,4,2,347082,31.275,,S
592,3,1,female,15,0,0,2667,7.225,,C
593,3,0,female,48,1,3,W./C. 6608,34.375,,S
594,1,1,female,35,0,0,113503,211.5,C130,C
595,3,0,male,18,2,2,W./C. 6608,34.375,,S
596,3,0,male,31,0,0,335097,7.75,,Q
597,3,1,female,0.75,2,1,2666,19.2583,,C
598,3,1,male,26,0,0,1601,56.4958,,S
599,3,0,female,,0,0,330935,8.1375,,Q
600,1,1,male,40,0,0,112277,31,A31,C
601,1,1,female,44,0,0,PC 17610,27.7208,B4,C
602,3,0,male,,0,0,349255,7.8958,,C
603,3,0,female,2,1,1,370129,20.2125,,S
604,3,0,male,28,0,0,349243,7.8958,,S
605,1,0,male,17,0,0,113059,47.1,,S
606,3,0,female,29,1,1,347054,10.4625,G6,S
607,1,0,male,36,0,0,13050,75.2417,C6,C
608,3,0,male,43,0,0,C 7075,6.45,,S
609,1,1,female,64,1,1,112901,26.55,B26,S
610,1,1,female,30,0,0,113798,31,,C
611,2,0,male,28,0,1,248727,33,,S
612,1,1,female,62,0,0,113572,80,B28,
613,3,0,male,36,0,0,LINE,0,,S
614,2,0,male,23,0,0,28425,13,,S
615,3,0,male,15,1,1,2695,7.2292,,C
616,2,1,female,23,0,0,SC/AH Basle 541,13.7917,D,C
617,1,1,female,19,0,2,11752,26.2833,D47,S
618,2,0,male,51,0,0,S.O.P. 1166,12.525,,S
619,3,1,male,24,0,0,S.O./P.P. 752,7.55,,S
620,1,0,male,56,0,0,113792,26.55,,S
621,3,1,male,32,0,0,1601,56.4958,,S
622,3,0,male,,0,0,C.A. 49867,7.55,,S
623,2,0,male,57,0,0,219533,12.35,,Q
624,3,0,male,51,0,0,347064,7.75,,S
625,3,0,male,19,0,0,358585,14.5,,S
626,1,1,female,38,1,0,PC 17599,71.2833,C85,C
627,3,0,male,26,0,0,347075,7.775,,S
628,2,1,female,31,0,0,F.C.C. 13528,21,,S
629,3,1,male,20,0,0,SOTON/O2 3101284,7.925,,S
630,2,0,male,23,0,0,29751,13,,S
631,1,1,female,19,1,0,11967,91.0792,B49,C
632,3,0,male,24,0,0,7266,9.325,,S
633,3,0,male,16,0,0,347074,7.775,,S
634,2,1,female,1,1,2,SC/Paris 2123,41.5792,,C
635,1,0,female,50,0,0,PC 17595,28.7125,C49,C
636,2,0,male,34,1,0,28664,21,,S
637,2,1,female,19,0,0,28404,13,,S
638,3,1,female,5,2,1,2666,19.2583,,C
639,1,1,male,28,0,0,110564,26.55,C52,S
640,3,0,male,21,0,0,315097,8.6625,,S
641,3,0,male,,2,0,2662,21.6792,,C
642,1,0,male,62,0,0,113514,26.55,C87,S
643,3,1,male,18,0,0,A/5 3540,8.05,,S
644,2,0,male,30,0,0,233478,13,,S
645,1,0,male,23,0,0,12749,93.5,B24,S
646,3,0,male,25,0,0,SOTON/O.Q. 3101312,7.05,,S
647,2,1,female,20,0,0,C.A. 33112,36.75,,S
648,3,1,female,26,0,0,STON/O2. 3101282,7.925,,S
649,3,1,male,0.4167,0,1,2625,8.5167,,C
650,2,0,male,42,1,1,28220,32.5,,S
651,1,0,male,60,0,0,113800,26.55,,S
652,2,1,male,26,1,1,248738,29,,S
653,3,0,female,,8,2,CA. 2343,69.55,,S
654,3,0,female,,8,2,CA. 2343,69.55,,S
655,3,0,male,,0,0,Fa 265302,7.3125,,S
656,3,0,male,30,0,0,SOTON/OQ 392090,8.05,,S
657,1,1,male,37,1,1,11751,52.5542,D35,S
658,2,1,female,26,0,0,220844,13.5,,S
659,2,1,male,8,0,2,28220,32.5,,S
660,3,1,female,22,1,0,347072,13.9,,S
661,1,0,male,47,0,0,113796,42.4,,S
662,1,1,female,47,1,0,W.E.P. 5734,61.175,E31,S
663,2,0,male,52,0,0,250647,13,,S
664,2,0,male,,0,0,240261,10.7083,,Q
665,2,0,male,25,0,0,244361,13,,S
666,3,0,male,26,0,0,330910,7.8792,,Q
667,2,0,male,26,0,0,31028,10.5,,S
668,3,0,female,26,1,0,A/5. 3336,16.1,,S
669,3,0,male,60.5,0,0,3701,,,S
670,1,1,male,,0,0,F.C. 12998,25.7417,,C
671,1,0,male,42,0,0,113038,42.5,B11,S
672,3,0,male,,0,0,A.5. 3236,8.05,,S
673,1,0,male,22,0,0,PC 17760,135.6333,,C
674,3,1,female,,0,0,14311,7.75,,Q
675,3,0,female,22,0,0,3101295,39.6875,,S
676,1,1,female,36,0,2,WE/P 5735,71,B22,S
677,2,1,female,21,0,0,C.A. 31026,10.5,,S
678,3,0,male,,0,0,36209,7.725,,Q
679,3,0,female,28,1,1,347080,14.4,,S
680,3,0,male,24,0,0,345781,9.5,,S
681,3,1,female,16,1,1,2625,8.5167,,C
682,3,0,male,,0,0,SOTON/OQ 392086,8.05,,S
683,1,1,female,55,2,0,11770,25.7,C101,S
684,2,0,male,50,0,0,250643,13,,S
685,1,1,female,43,1,0,11778,55.4417,C116,C
686,1,0,male,36,0,0,13049,40.125,A10,C
687,3,1,male,3,4,2,347077,31.3875,,S
688,2,0,male,30,0,0,28228,13,,S
689,2,1,female,21,0,1,S.O./P.P. 2,21,,S
690,3,0,female,37,0,0,4135,9.5875,,S
691,3,0,female,1,1,1,350405,12.1833,,S
692,1,1,female,48,1,3,PC 17608,262.375,B57 B59 B63 B66,C
693,1,1,male,28,0,0,113788,35.5,A6,S
694,3,0,female,28,0,0,349245,7.8958,,S
695,3,1,female,17,0,1,371362,16.1,,S
696,1,0,male,42,1,0,113789,52,,S
697,2,0,female,60,1,0,24065,26,,S
698,3,1,female,63,0,0,4134,9.5875,,S
699,2,1,female,45,1,1,F.C.C. 13529,26.25,,S
700,2,0,male,36.5,0,2,230080,26,F2,S
701,3,0,female,9,4,2,347082,31.275,,S
702,2,0,male,21,0,0,S.O.C. 14879,73.5,,S
703,2,1,female,28,1,0,P/PP 3381,24,,C
704,3,0,male,26,0,0,341826,8.05,,S
705,2,1,female,28,0,0,240929,12.65,,S
706,3,0,male,25,0,0,348123,7.65,F G73,S
707,3,0,male,,0,0,349235,7.8958,,S
708,3,0,male,29,0,0,343276,8.05,,S
709,1,1,male,53,0,0,113780,28.5,C51,C
710,2,1,female,24,1,0,244367,26,,S
711,3,1,male,20,1,1,2653,15.7417,,C
712,3,0,male,44,0,0,363592,8.05,,S
713,3,0,male,38,0,0,349249,7.8958,,S
714,3,0,male,27,0,0,2670,7.225,,C
715,2,0,female,26,1,1,250651,26,,S
716,2,0,male,19,0,0,28665,10.5,,S
717,3,0,male,24,0,0,343275,8.05,,S
718,1,1,female,39,0,0,24160,211.3375,,S
719,3,0,male,21,0,0,STON/O 2. 3101280,7.925,,S
720,3,0,male,19,0,0,348124,7.65,F G73,S
721,3,0,female,30,1,0,349910,15.55,,S
722,1,1,male,48,0,0,19952,26.55,E12,S
723,3,0,male,,0,0,345777,9.5,,S
724,3,0,male,22,0,0,PP 4348,9.35,,S
725,3,1,female,4,0,1,349256,13.4167,,C
726,1,1,male,13,2,2,PC 17608,262.375,B57 B59 B63 B66,C
727,3,1,female,24,1,0,STON/O2. 3101279,15.85,,S
728,2,0,male,70,0,0,C.A. 24580,10.5,,S
729,3,0,male,,0,0,2641,7.2292,,C
730,3,0,male,39,0,2,2675,7.2292,,C
731,1,1,female,24,0,0,PC 17482,49.5042,C90,C
732,2,1,female,29,0,2,29103,23,,S
733,3,0,male,30,0,0,A.5. 18509,8.05,,S
734,2,0,male,30,0,0,250646,13,,S
735,3,0,male,44,0,0,364511,8.05,,S
736,3,0,female,,0,0,SOTON/O.Q. 392087,8.05,,S
737,3,1,female,17,4,2,3101281,7.925,,S
738,2,0,male,24,0,0,C.A. 29566,10.5,,S
739,3,0,male,,0,0,349234,7.8958,,S
740,1,1,male,42,0,0,PC 17476,26.2875,E24,S
741,3,1,female,,0,0,14313,7.75,,Q
742,1,0,male,40,0,0,112059,0,B94,S
743,1,0,male,28,1,0,PC 17604,82.1708,,C
744,1,1,female,30,0,0,12749,93.5,B73,S
745,3,0,female,,0,0,365237,7.75,,Q
746,3,0,male,29,1,0,3460,7.0458,,S
747,1,1,male,45,0,0,111428,26.55,,S
748,1,1,female,54,1,1,33638,81.8583,A34,S
749,2,1,male,34,0,0,248698,13,D56,S
750,3,0,male,26,0,0,349202,7.8958,,S
751,3,0,male,21,0,0,2692,7.225,,C
752,3,0,female,,0,0,364859,7.75,,Q
753,2,0,male,28,0,0,SC 14888,10.5,,S
754,1,0,male,52,1,1,110413,79.65,E67,S
755,1,1,male,51,0,0,113055,26.55,E17,S
756,3,1,male,32,0,0,1601,56.4958,,S
757,1,0,male,32.5,0,0,113503,211.5,C132,C
758,3,0,male,22,0,0,SC/A4 23568,8.05,,S
759,3,1,female,,1,0,370365,15.5,,Q
760,3,0,male,9,5,2,CA 2144,46.9,,S
761,3,0,male,,0,0,36568,15.5,,Q
762,3,0,male,35,0,0,364512,8.05,,S
763,3,0,male,,0,0,349227,7.8958,,S
764,3,0,male,26,2,0,315151,8.6625,,S
765,3,0,male,,0,0,383121,7.75,F38,Q
766,2,1,female,36,1,0,226875,26,,S
767,3,0,male,26,0,0,347068,7.775,,S
768,3,1,female,19,1,0,350046,7.8542,,S
769,2,1,female,33,1,2,C.A. 34651,27.75,,S
770,3,0,male,22,0,0,350060,7.5208,,S
771,3,0,male,27,0,0,350408,7.8542,,S
772,1,1,female,,1,0,19996,52,C126,S
773,1,1,female,45,1,1,36928,164.8667,,S
774,1,1,female,29,0,0,24160,211.3375,B5,S
775,2,0,male,59,0,0,237442,13.5,,S
776,2,1,female,34,0,0,243880,13,,S
777,1,1,female,55,0,0,PC 17760,135.6333,C32,C
778,2,1,female,12,0,0,C.A. 33595,15.75,,S
779,3,1,male,27,0,0,350043,7.7958,,S
780,3,1,female,15,1,0,2659,14.4542,,C
781,3,0,male,25,0,0,349250,7.8958,,S
782,3,1,male,21,0,0,330920,7.8208,,Q
783,3,0,male,,0,0,2652,7.2292,,C
784,3,0,male,,0,0,365235,7.75,,Q
785,2,1,female,6,0,1,248727,33,,S
786,1,1,male,,0,0,11774,29.7,C47,C
787,3,0,male,33,0,0,347465,7.8542,,S
788,3,1,female,23,0,0,347469,7.8542,,S
789,1,1,female,35,0,0,PC 17755,512.3292,,C
790,3,0,male,21,0,0,A/5. 13032,7.7333,,Q
791,2,0,male,35,0,0,239865,26,,S
792,3,0,male,25,0,0,SOTON/OQ 392076,7.05,,S
793,3,0,male,,0,0,A4. 54510,8.05,,S
794,3,0,female,,1,2,W./C. 6607,23.45,,S
795,1,0,male,51,0,1,PC 17597,61.3792,,C
796,2,0,male,28,0,0,218629,13.5,,S
797,3,0,male,24,0,0,349233,7.8958,,S
798,3,0,male,19,0,0,S.P. 3464,8.1583,,S
799,1,1,female,35,1,0,113803,53.1,C123,S
800,3,0,male,20.5,0,0,A/5 21173,7.25,,S
801,3,0,female,10,5,2,CA 2144,46.9,,S
802,3,0,male,24,0,0,315092,8.6625,,S
803,3,0,male,10,4,1,382652,29.125,,Q
804,3,0,male,,0,0,2664,7.225,,C
805,3,1,female,45,1,0,350026,14.1083,,S
806,2,1,female,55,0,0,248706,16,,S
807,2,0,male,29,1,0,2003,26,,S
808,3,0,male,20,0,0,315094,8.6625,,S
809,3,1,female,22,0,0,334914,7.725,,Q
810,3,0,male,48,0,0,350047,7.8542,,S
811,3,1,female,4,0,2,315153,22.025,,S
812,3,0,male,59,0,0,364500,7.25,,S
813,3,0,female,,0,0,343095,8.05,,S
814,2,1,female,50,0,0,W./C. 14258,10.5,,S
815,2,0,male,41,0,0,237393,13,,S
816,3,0,male,50,0,0,A/5 3594,8.05,,S
817,3,0,male,11,5,2,CA 2144,46.9,,S
818,3,0,male,6,3,1,349909,21.075,,S
819,3,0,male,,0,0,2624,7.225,,C
820,1,1,female,40,0,0,PC 17582,153.4625,C125,S
821,1,0,male,30,0,0,110469,26,C106,S
822,2,1,female,0.9167,1,2,C.A. 34651,27.75,,S
823,2,0,male,18,0,0,S.O.C. 14879,73.5,,S
824,3,0,female,23,0,0,STON/O2. 3101290,7.925,,S
825,2,1,male,22,0,0,W./C. 14260,10.5,,S
826,3,0,male,32,0,0,C 4001,22.525,,S
827,2,1,female,20,2,1,29105,23,,S
828,1,0,male,62,0,0,113807,26.55,,S
829,3,1,male,,0,0,1601,56.4958,,S
830,3,1,male,29,0,0,382651,7.75,,Q
831,2,1,female,20,1,0,236853,26,,S
832,2,0,male,21,2,0,S.O.C. 14879,73.5,,S
833,3,0,female,40,1,0,7546,9.475,,S
834,1,1,female,24,3,2,19950,263,C23 C25 C27,S
835,3,0,male,28,0,0,C 4001,22.525,,S
836,3,1,male,,2,0,367226,23.25,,Q
837,2,0,male,66,0,0,C.A. 24579,10.5,,S
838,1,1,female,30,0,0,PC 17761,106.425,,C
839,1,0,male,56,0,0,17764,30.6958,A7,C
840,3,0,male,,0,0,330971,7.8792,,Q
841,1,1,female,35,0,0,PC 17760,135.6333,C99,S
842,2,1,male,1,2,1,230136,39,F4,S
843,2,1,male,3,1,1,29106,18.75,,S
844,3,0,female,18,0,0,330963,7.8792,,Q
845,2,0,male,36,0,0,229236,13,,S
846,2,1,female,29,0,0,C.A. 29395,10.5,F33,S
847,3,1,female,33,3,0,3101278,15.85,,S
848,2,1,male,0.8333,0,2,248738,29,,S
849,3,0,female,,0,0,W./C. 6609,7.55,,S
850,3,0,male,17,1,1,2690,7.2292,,C
851,1,0,male,27,1,0,13508,136.7792,C89,C
852,3,0,female,45,1,4,347088,27.9,,S
853,2,1,male,32,1,0,2908,26,,S
854,2,0,male,18,0,0,C.A. 15185,10.5,,S
855,1,0,male,19,1,0,113773,53.1,D30,S
856,3,0,male,21,0,0,312992,7.775,,S
857,1,1,female,29,0,0,PC 17483,221.7792,C97,S
858,3,0,male,,1,9,CA. 2343,69.55,,S
859,1,1,female,56,0,1,11767,83.1583,C50,C
860,3,0,male,25,0,0,36864,7.7417,,Q
861,3,0,female,24,0,0,349236,8.85,,S
862,1,0,male,50,1,1,113503,211.5,C80,C
863,2,1,female,42,0,0,236852,13,,S
864,3,1,female,,1,1,2668,22.3583,F E69,C
865,3,1,male,32,0,0,350403,7.5792,,S
866,1,1,female,,1,0,PC 17604,82.1708,,C
867,1,1,female,22,1,0,113776,66.6,C2,S
868,3,1,female,,0,2,2661,15.2458,,C
869,3,0,male,18,1,1,370129,20.2125,,S
870,2,0,male,29,1,0,SC/PARIS 2167,27.7208,,C
871,3,0,female,30,1,1,345773,24.15,,S
872,3,0,male,20,0,0,SOTON/O.Q. 3101307,7.05,,S
873,3,0,female,21,2,2,W./C. 6608,34.375,,S
874,3,0,male,,0,0,349216,7.8958,,S
875,1,1,male,6,0,2,16966,134.5,E34,C
876,1,1,male,,0,0,19988,30.5,C106,S
877,3,1,male,26,0,0,347070,7.775,,S
878,3,0,male,24,2,0,A/4 48871,24.15,,S
879,3,0,male,21,0,0,54636,16.1,,S
880,3,0,male,21,0,0,A/4. 39886,7.8,,S
881,2,0,male,24,0,0,248726,13.5,,S
882,3,0,male,,0,0,364851,7.75,,Q
883,3,0,male,,0,0,330979,7.8292,,Q
884,3,0,male,21,2,0,A/4 48871,24.15,,S
885,1,1,male,35,0,0,PC 17755,512.3292,B101,C
886,1,0,male,25,0,0,13905,26,,C
887,2,0,male,24,0,0,233866,13,,S
888,1,1,female,49,0,0,17465,25.9292,D17,S
889,3,0,male,14,5,2,CA 2144,46.9,,S
890,3,1,female,,0,0,335677,7.75,,Q
891,1,0,male,,0,0,PC 17600,30.6958,,C
892,3,0,male,17,1,0,350048,7.0542,,S
893,1,1,female,33,0,0,PC 17613,27.7208,A11,C
894,1,0,male,55,0,0,680,50,C39,S
895,3,0,male,,0,0,349238,7.8958,,S
896,3,0,male,25,1,0,349237,17.8,,S
897,2,0,male,16,0,0,239865,26,,S
898,3,1,female,1,1,1,347742,11.1333,,S
899,2,1,female,27,0,0,34218,10.5,E101,S
